pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_mass,rowupdate
KOI-3680 b,KOI-3680,1,1,141.241671,0.534,1.93,1.01,2018-12-03
KOI-4777.01,KOI-4777,1,1,0.412,0.008,0.31212,0.41,2022-01-10
KOI-55 b,KOI-55,1,2,0.240104,0.006,0.0014,0.5,2014-05-14
KOI-55 c,KOI-55,1,2,0.342887,0.0076,0.0021,0.5,2014-05-14
KOI-94 b,KOI-94,2,4,3.74317556,0.049815,0.01805,1.18,2024-02-21
KOI-984 c,KOI-984,1,2,21.512,0.1467,0.6601,0.93,2022-07-12
Kapteyn c,Kapteyn,1,1,121.54,0.311,0.022,0.28,2014-06-04
Kepler-10 b,Kepler-10,1,3,0.83749133,0.016606,0.01151,0.87,2024-02-21
Kepler-10 c,Kepler-10,1,3,45.29431717,0.237488,0.03798,0.87,2024-02-21
Kepler-10 d,Kepler-10,1,3,151.04,0.5379,0.0399,0.91,2023-04-17
Kepler-100 b,Kepler-100,1,4,6.88706037,0.073063,0.01713,1.1,2024-02-21
Kepler-100 c,Kepler-100,1,4,12.81588378,0.110537,0.01259,1.1,2024-02-21
Kepler-100 d,Kepler-100,1,4,35.3330866,0.217335,0.00558,1.1,2024-02-21
Kepler-100 e,Kepler-100,1,4,60.888588,0.312392,0.07596,1.1,2024-02-16
Kepler-102 d,Kepler-102,1,5,10.31173752,0.086179,0.01428,0.8,2024-02-21
Kepler-102 e,Kepler-102,1,5,16.14569077,0.116203,0.01492,0.8,2024-02-21
Kepler-103 b,Kepler-103,1,2,15.96533687,0.129399,0.04374,1.13,2024-02-21
Kepler-103 c,Kepler-103,1,2,179.6076602,0.649672,0.09579,1.13,2024-02-21
Kepler-104 b,Kepler-104,2,3,11.42754563,0.092859,0.03129,0.82,2024-02-21
Kepler-104 c,Kepler-104,2,3,23.66836427,0.150882,0.02247,0.82,2024-02-21
Kepler-104 d,Kepler-104,2,3,51.75529576,0.254191,0.01743,0.82,2024-02-21
Kepler-106 c,Kepler-106,1,4,13.57076622,0.109803,0.04192,0.96,2024-02-21
Kepler-106 e,Kepler-106,1,4,43.84444353,0.239969,0.02074,0.96,2024-02-21
Kepler-107 b,Kepler-107,1,4,3.1800218,0.04544,0.01196,1.24,2023-04-17
Kepler-107 c,Kepler-107,1,4,4.901452,0.06064,0.03146,1.24,2023-04-17
Kepler-107 d,Kepler-107,1,4,7.95839,0.08377,0.02423,1.24,2023-04-17
Kepler-107 e,Kepler-107,1,4,14.749143,0.12638,0.04436,1.24,2023-04-17
Kepler-109 b,Kepler-109,1,2,6.48162809,0.068597,0.01433,1.02,2024-02-21
Kepler-109 c,Kepler-109,1,2,21.22258525,0.151256,0.00552,1.02,2024-02-21
Kepler-11 b,Kepler-11,1,6,10.30400497,0.092237,0.02345,0.99,2024-02-21
Kepler-11 c,Kepler-11,1,6,13.02492819,0.107832,0.03507,0.99,2024-02-21
Kepler-11 d,Kepler-11,1,6,22.68714105,0.156106,0.02628,0.99,2024-02-21
Kepler-11 e,Kepler-11,1,6,31.99550624,0.196317,0.02501,0.99,2024-02-21
Kepler-11 f,Kepler-11,1,6,46.6858024,0.252555,0.05809,0.99,2024-02-21
Kepler-11 g,Kepler-11,1,6,118.378379,0.469621,0.02777,0.99,2024-02-21
Kepler-111 c,Kepler-111,1,2,224.77833,0.751,0.7,1.12,2024-04-15
Kepler-113 b,Kepler-113,1,2,4.75400115,0.051194,0.02368,0.79,2024-02-21
Kepler-113 c,Kepler-113,1,2,8.92507637,0.077909,0.00332,0.79,2024-02-21
Kepler-126 b,Kepler-126,1,3,10.49567752,0.097079,0.01294,1.11,2024-02-21
Kepler-126 c,Kepler-126,1,3,21.86967617,0.158373,0.00402,1.11,2024-02-21
Kepler-126 d,Kepler-126,1,3,100.2828693,0.437124,0.17176,1.11,2024-02-21
Kepler-129 b,Kepler-129,1,3,15.79193725,0.132166,0.03216,1.24,2024-02-21
Kepler-129 c,Kepler-129,1,3,82.2000105,0.396957,0.07965,1.24,2024-02-21
Kepler-129 d,Kepler-129,1,3,1935.571324,3.261131,6.33846,1.24,2024-02-16
Kepler-131 b,Kepler-131,1,2,16.09197176,0.127825,0.02157,1.08,2024-02-21
Kepler-138 b,Kepler-138,1,4,10.3134,0.0753,0.00022,0.54,2023-01-04
Kepler-138 c,Kepler-138,1,4,13.7815,0.0913,0.00724,0.54,2023-01-04
Kepler-138 d,Kepler-138,1,4,23.0923,0.1288,0.00661,0.54,2023-01-04
Kepler-138 e,Kepler-138,1,4,38.23,0.1803,0.00135,0.54,2023-01-04
Kepler-139 b,Kepler-139,1,4,15.77111583,0.126199,0.01664,1.08,2024-02-21
Kepler-139 c,Kepler-139,1,4,157.0654802,0.584162,0.07317,1.08,2024-02-21
Kepler-139 d,Kepler-139,1,4,7.30569992,0.075553,0.01466,1.08,2024-02-21
Kepler-139 e,Kepler-139,1,4,2047.635373,3.235796,1.34071,1.08,2024-02-16
Kepler-1514 b,Kepler-1514,1,2,217.83184,0.753,5.28,1.2,2021-01-05
Kepler-16 b,Kepler-16,2,1,226.0,0.688,0.313,0.66,2023-02-07
Kepler-1647 b,Kepler-1647,2,1,1107.5923,2.7205,1.51968,1.22,2016-05-18
Kepler-1654 b,Kepler-1654,1,1,1047.8356,2.026,0.5,1.01,2018-03-05
Kepler-1655 b,Kepler-1655,1,1,11.8728787,0.1029,0.01699,1.03,2023-04-17
Kepler-1656 c,Kepler-1656,1,2,1919.0,3.053,0.4,1.03,2022-05-24
Kepler-1661 b,Kepler-1661,2,1,175.06,0.633,0.05349,0.84,2020-02-21
Kepler-167 e,Kepler-167,2,4,1071.23205,1.883,1.01,0.78,2022-07-18
Kepler-1704 b,Kepler-1704,1,1,988.88112,2.027,4.16,1.13,2022-11-07
Kepler-1708 b,Kepler-1708,1,1,737.1131,1.64,4.6,1.09,2022-01-10
Kepler-1710 b,Kepler-1710,1,1,14.91094205,0.115769,0.011,0.93,2024-02-21
Kepler-18 b,Kepler-18,1,3,3.50468755,0.044898,0.03998,0.98,2024-02-21
Kepler-18 c,Kepler-18,1,3,7.64157153,0.075494,0.06211,0.98,2024-02-21
Kepler-1876 b,Kepler-1876,1,1,6.99205,0.0758,0.00755,1.19,2023-04-17
Kepler-19 b,Kepler-19,1,3,9.28696883,0.083577,0.02328,0.9,2024-02-21
Kepler-19 c,Kepler-19,1,3,28.519071,0.176574,0.05217,0.9,2024-02-21
Kepler-20 b,Kepler-20,2,6,3.69611967,0.045862,0.02993,0.94,2024-02-21
Kepler-20 c,Kepler-20,2,6,10.85409784,0.094049,0.04263,0.94,2024-02-21
Kepler-20 d,Kepler-20,2,6,77.6115987,0.349066,0.04074,0.94,2024-02-21
Kepler-20 g,Kepler-20,2,6,34.951009,0.205083,0.06598,0.94,2024-02-21
Kepler-21 b,Kepler-21,2,1,2.7858212,0.0434,0.0236,1.41,2023-04-17
Kepler-22 b,Kepler-22,1,1,289.863876,0.812,0.02863,0.86,2023-04-17
Kepler-25 b,Kepler-25,2,3,6.23853477,0.069445,0.03397,1.15,2024-02-21
Kepler-25 c,Kepler-25,2,3,12.72037435,0.111666,0.07572,1.15,2024-02-21
Kepler-25 d,Kepler-25,2,3,91.605187,0.416422,0.21619,1.15,2024-02-21
Kepler-289 d,Kepler-289,1,3,66.0634,0.33,0.013,1.08,2014-11-19
Kepler-30 b,Kepler-30,1,3,29.33434,0.18,0.036,0.99,2023-11-28
Kepler-30 c,Kepler-30,1,3,60.323105,0.3,2.01,0.99,2023-11-28
Kepler-30 d,Kepler-30,1,3,143.34394,0.5,0.073,0.99,2023-11-28
Kepler-323 b,Kepler-323,1,2,1.678328,0.02778,0.01227,1.01,2023-04-17
Kepler-323 c,Kepler-323,1,2,3.5538229,0.0458,0.0214,1.01,2023-04-17
Kepler-34 b,Kepler-34,2,1,288.822,1.0896,0.22,1.05,2014-05-14
Kepler-35 b,Kepler-35,2,1,131.458,0.60347,0.127,0.89,2014-05-14
Kepler-36 b,Kepler-36,1,2,13.84984283,0.114133,0.00342,1.03,2024-02-21
Kepler-36 c,Kepler-36,1,2,16.23192004,0.12687,0.05117,1.03,2024-02-21
Kepler-37 e,Kepler-37,1,4,50.25,0.25,0.02549,0.79,2024-02-21
Kepler-38 b,Kepler-38,2,1,105.599,0.4632,0.384,0.94,2014-05-14
Kepler-406 b,Kepler-406,1,2,2.42630084,0.035974,0.01677,1.05,2024-02-21
Kepler-407 b,Kepler-407,1,2,0.66930969,0.015302,0.00525,1.07,2024-02-21
Kepler-407 c,Kepler-407,1,2,2091.749385,3.270904,11.08903,1.07,2024-02-16
Kepler-409 b,Kepler-409,1,1,68.958608,0.322499,0.00436,0.94,2024-02-21
Kepler-411 e,Kepler-411,2,4,31.509728,0.186,0.03398,0.87,2019-07-03
Kepler-413 b,Kepler-413,2,1,66.262,0.3553,0.211,0.82,2014-05-14
Kepler-419 b,Kepler-419,1,2,69.7547,0.3704,2.58,1.39,2019-03-18
Kepler-419 c,Kepler-419,1,2,675.47,1.68,7.3,1.39,2014-06-25
Kepler-424 c,Kepler-424,1,2,223.3,0.73,6.97,1.01,2014-10-03
Kepler-433 b,Kepler-433,1,1,5.3340838,0.0678,2.81,1.46,2019-03-18
Kepler-434 b,Kepler-434,1,1,12.8747099,0.1142,2.98,1.2,2019-03-18
Kepler-448 c,KOI-12,1,2,2500.0,4.2,22.0,1.5,2019-11-01
Kepler-453 b,Kepler-453,2,1,240.503,0.7903,0.05034,0.94,2018-03-14
Kepler-454 b,Kepler-454,2,3,10.57375703,0.096131,0.01663,1.06,2024-02-21
Kepler-454 c,Kepler-454,2,3,525.157337,1.298877,4.58272,1.06,2024-02-16
Kepler-454 d,Kepler-454,2,3,4806.833852,5.683483,2.30712,1.06,2024-02-16
Kepler-46 c,Kepler-46,1,3,57.011,0.2799,0.376,0.9,2021-11-18
Kepler-47 b,Kepler-47,2,3,49.4643,0.2877,0.00651,0.96,2019-04-22
Kepler-47 c,Kepler-47,2,3,303.227,0.9638,0.00997,0.96,2019-04-22
Kepler-47 d,Kepler-47,2,3,187.366,0.6992,0.05984,0.96,2019-04-22
Kepler-48 b,Kepler-48,1,5,4.77800403,0.053918,0.02079,0.92,2024-02-21
Kepler-48 c,Kepler-48,1,5,9.67395347,0.086293,0.0349,0.92,2024-02-21
Kepler-48 d,Kepler-48,1,5,42.89605505,0.232907,0.02797,0.92,2024-02-21
Kepler-48 e,Kepler-48,1,5,998.116175,1.898275,2.16257,0.92,2024-02-16
Kepler-48 f,Kepler-48,1,5,5219.681854,5.719188,0.93944,0.92,2024-02-16
Kepler-50 b,Kepler-50,1,2,7.8128584,0.080826,0.01266,1.15,2024-02-21
Kepler-50 c,Kepler-50,1,2,9.37664325,0.09128,0.03207,1.15,2024-02-21
Kepler-507 b,Kepler-507,1,1,3.56809693,0.047794,0.01792,1.14,2024-02-21
Kepler-538 b,Kepler-538,2,1,81.73780699,0.353357,0.03291,0.88,2024-02-21
Kepler-539 c,Kepler-539,1,2,1000.0,2.42,2.4,1.05,2016-05-06
Kepler-553 b,Kepler-553,1,2,4.030467,0.04766,0.365,0.89,2024-04-15
Kepler-553 c,Kepler-553,1,2,328.24017,0.898,6.7,0.89,2024-04-15
Kepler-56 b,Kepler-56,1,3,10.5007334,0.111386,0.11454,1.67,2024-02-21
Kepler-56 c,Kepler-56,1,3,21.4054901,0.179075,0.74123,1.67,2024-02-21
Kepler-56 d,Kepler-56,1,3,994.439067,2.314217,6.43351,1.67,2024-02-16
Kepler-65 b,Kepler-65,1,4,2.15490904,0.035163,0.00772,1.25,2024-02-21
Kepler-65 c,Kepler-65,1,4,5.85993872,0.068505,0.01568,1.25,2024-02-21
Kepler-65 d,Kepler-65,1,4,8.13122484,0.085225,0.01337,1.25,2024-02-21
Kepler-65 e,Kepler-65,1,4,257.895039,0.853931,0.68219,1.25,2024-02-16
Kepler-68 c,Kepler-68,2,4,9.60503867,0.089652,0.0084,1.04,2024-02-21
Kepler-68 d,Kepler-68,2,4,632.261207,1.461594,0.74219,1.04,2024-02-16
Kepler-68 e,Kepler-68,2,4,4464.424153,5.379469,0.51598,1.04,2024-02-16
Kepler-78 b,Kepler-78,2,1,0.35500745,0.00901,0.00529,0.78,2023-04-17
Kepler-82 b,Kepler-82,1,5,26.44,0.1683,0.03823,0.91,2019-07-19
Kepler-82 f,Kepler-82,1,5,75.732,0.3395,0.06576,0.91,2019-07-19
Kepler-849 b,Kepler-849,1,1,394.62508,1.137,0.94,1.26,2024-04-15
Kepler-88 d,KOI-142,1,3,1425.439707,2.46633,3.15495,0.98,2024-02-16
Kepler-9 b,Kepler-9,1,3,19.27082403,0.141788,0.0815,1.02,2024-02-21
Kepler-9 c,Kepler-9,1,3,38.90787517,0.226498,0.08585,1.02,2024-02-21
Kepler-9 d,Kepler-9,1,3,1.59295975,0.026906,0.02647,1.02,2024-02-21
Kepler-92 b,Kepler-92,1,3,13.7488263,0.122268,0.06084,1.29,2024-02-21
Kepler-92 c,Kepler-92,1,3,26.72320599,0.190427,0.03996,1.29,2024-02-21
Kepler-92 d,Kepler-92,1,3,49.3568849,0.286661,0.03734,1.29,2024-02-21
Kepler-94 b,Kepler-94,1,2,2.50805735,0.033746,0.0346,0.81,2024-02-21
Kepler-94 c,Kepler-94,1,2,816.375396,1.596807,8.88502,0.81,2024-02-16
Kepler-95 b,Kepler-95,1,1,11.52306995,0.102279,0.03216,1.07,2024-02-21
Kepler-96 b,Kepler-96,1,1,16.23846777,0.126039,0.0408,1.01,2024-02-21
Kepler-97 b,Kepler-97,1,2,2.58663808,0.035618,0.01067,0.9,2024-02-21
Kepler-98 b,Kepler-98,1,1,1.54167663,0.026126,0.00645,1.0,2024-02-21
Kepler-99 b,Kepler-99,2,1,4.60357804,0.050692,0.01197,0.82,2024-02-21
L 363-38 b,L 363-38,1,1,8.781,0.048,0.01469,0.21,2023-02-27
L 98-59 e,L 98-59,1,4,12.796,0.0717,0.00963,0.27,2021-08-25
LHS 3154 b,LHS 3154,1,1,3.71778,0.02262,0.04137,0.11,2023-12-14
LP 791-18 d,LP 791-18,1,3,2.753436,0.01992,0.00283,0.14,2023-05-14
LP 890-9 c,LP 890-9,1,2,8.457463,0.03984,0.0796,0.12,2022-09-14
LSPM J2116+0234 b,LSPM J2116+0234,1,1,14.4399,0.0876,0.04185,0.43,2019-06-07
LTT 1445 A c,LTT 1445 A,3,2,3.1239035,0.02661,0.00485,0.26,2022-01-24
LTT 3780 b,LTT 3780,2,2,0.76837931,0.01195,0.00774,0.38,2024-03-26
LTT 3780 c,LTT 3780,2,2,12.252284,0.0757,0.0253,0.38,2024-03-26
Luhman 16 b,Luhman 16 A,1,1,9697.0,3.52,29.4,0.03,2024-04-10
Lupus-TR-3 b,Lupus-TR-3,1,1,3.91405,0.0464,0.81,0.87,2014-05-14
M62H b,M62H,1,1,0.13293503,0.004908,2.47,1.4,2024-04-05
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,2800.0,3.2,0.0327,0.56,2022-06-08
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,1980.0,1.8,2.6,0.19,2022-06-08
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,3000.0,3.4,2.4,0.43,2022-06-08
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1,1,77.48,0.384,1.8,1.26,2024-03-25
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,121.71,0.53,6.69,9.06,2018-09-04
NGTS-10 b,NGTS-10,1,1,0.7668944,0.0143,2.162,0.7,2020-03-13
NGTS-15 b,NGTS-15,1,1,3.27623,0.0441,0.751,0.99,2021-04-23
NGTS-16 b,NGTS-16,1,1,4.84532,0.0523,0.667,1.0,2021-04-23
NGTS-17 b,NGTS-17,1,1,3.24253,0.0391,0.764,1.02,2021-04-23
NGTS-21 b,NGTS-21,1,1,1.5433897,0.0236,2.36,0.72,2022-10-18
NGTS-23 b,NGTS-23,1,1,4.0764326,0.0504,0.613,1.01,2022-11-14
NGTS-25 b,NGTS-25,1,1,2.823093,0.0388,0.639,0.91,2023-01-04
NGTS-30 b,NGTS-30,1,1,98.29838,0.408,0.96,0.94,2024-04-15
NGTS-8 b,NGTS-8,1,1,2.4997,0.035,0.93,0.89,2019-11-18
NN Ser c,NN Ser,2,2,5660.0,5.38,6.91,0.54,2014-05-16
NN Ser d,NN Ser,2,2,2830.0,3.39,2.28,0.54,2014-05-16
NSVS 14256825 b,NSVS 14256825,2,1,3225.0,3.12,14.15,0.42,2019-06-10
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,3285.0,2.6,0.017,0.22,2019-12-05
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,1788.5,2.3,0.727,0.51,2019-12-05
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,2557.0,2.59,0.25171,0.41,2021-09-08
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,1220.0,2.17,13.38,0.88,2022-06-27
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,3140.0,3.4,4.5,1.0,2022-06-27
OGLE-TR-10 b,OGLE-TR-10,1,1,3.101278,0.0435,1.13,1.14,2019-03-18
OGLE-TR-111 b,OGLE-TR-111,1,1,4.0144477,0.04689,0.78,0.85,2019-03-18
OGLE-TR-132 b,OGLE-TR-132,1,1,1.68986531,0.03036,2.7,1.3,2019-03-18
OGLE-TR-182 b,OGLE-TR-182,1,1,3.9791,0.05205,1.07,1.19,2019-03-18
OGLE-TR-211 b,OGLE-TR-211,1,1,3.67724,0.05106,0.68,1.31,2019-03-18
PH1 b,PH1,4,1,138.317,0.652,0.531,1.53,2014-05-14
PH2 b,PH2,1,1,282.52542,0.833,0.274,0.97,2024-04-15
POTS-1 b,POTS-1,1,1,3.1606296,0.03734,2.31,0.69,2014-05-14
PSR B0329+54 b,PSR B0329+54,1,1,10140.0,10.26,0.0062,1.44,2019-12-02
PSR B1257+12 b,PSR B1257+12,1,3,25.262,0.19,6e-05,1.4,2018-12-03
PSR B1257+12 c,PSR B1257+12,1,3,66.5419,0.36,0.01353,1.4,2018-12-03
PSR B1257+12 d,PSR B1257+12,1,3,98.2114,0.46,0.01227,1.4,2018-12-03
PSR J1719-1438 b,PSR J1719-1438,1,1,0.09070629,0.0044,1.2,1.4,2014-05-14
PSR J2322-2650 b,PSR J2322-2650,1,1,0.322964,0.0102,0.7949,1.4,2017-12-19
PZ Tel b,PZ Tel,1,1,44000.0,27.0,27.0,1.36,2023-04-10
Pr0201 b,Pr0201,1,1,4.4264,0.06,0.54,1.24,2018-09-04
Pr0211 b,Pr0211,2,2,2.1461,0.03176,1.88,0.94,2016-02-10
Pr0211 c,Pr0211,2,2,4850.0,5.5,7.79,0.94,2016-02-10
RR Cae b,RR Cae,2,1,4343.5,5.3,4.2,0.44,2015-08-26
Ross 128 b,Ross 128,1,1,9.8658,0.0496,0.0044,0.17,2017-11-16
Ross 508 b,Ross 508,1,1,10.77,0.05366,0.01259,0.18,2022-06-08
SWEEPS-11 b,SWEEPS-11,1,1,1.796,0.03,9.7,1.1,2014-05-14
SWEEPS-4 b,SWEEPS-4,1,1,4.2,0.055,3.8,1.24,2014-05-14
TAP 26 b,TAP 26,1,1,10.79,0.0968,1.66,1.04,2017-01-31
TIC 172900988 b,TIC 172900988 Aa,2,1,193.965,0.88328,2.6335,1.24,2021-09-08
TIC 279401253 b,TIC 279401253,1,2,76.8,0.369,6.14,1.13,2023-03-15
TIC 279401253 c,TIC 279401253,1,2,155.3,0.591,8.02,1.13,2023-03-15
TOI-1052 c,TOI-1052,1,2,35.806,0.2263,0.10792,1.2,2023-08-07
TOI-1062 c,TOI-1062,1,2,7.972,0.08,0.03077,0.94,2021-08-03
TOI-1075 b,TOI-1075,1,1,0.6047328,0.01159,0.03131,0.6,2022-11-07
TOI-1136 b,TOI-1136,1,6,4.1727,0.05106,0.01101,1.02,2024-04-10
TOI-1136 c,TOI-1136,1,6,6.2574,0.0669,0.01988,1.02,2024-04-10
TOI-1136 d,TOI-1136,1,6,12.5199,0.1062,0.02627,1.02,2024-04-10
TOI-1136 f,TOI-1136,1,6,26.321,0.174,0.03052,1.02,2024-04-10
TOI-1136 g,TOI-1136,1,6,39.545,0.229,0.01762,1.02,2024-04-10
TOI-1194 b,TOI-1194,1,1,2.310644,0.03428,0.456,1.01,2023-11-06
TOI-1199 b,TOI-1199,1,1,3.671463,0.04988,0.239,1.23,2024-03-05
TOI-1260 b,TOI-1260,1,3,3.127463,0.0367,0.02693,0.68,2022-12-17
TOI-1260 c,TOI-1260,1,3,7.493134,0.0657,0.04153,0.68,2022-12-17
TOI-1266 b,TOI-1266,1,2,10.894841,0.0728,0.01331,0.43,2024-03-25
TOI-1266 c,TOI-1266,1,2,18.801611,0.1047,0.00906,0.43,2024-03-25
TOI-1272 c,TOI-1272,1,2,8.689,0.0783,0.08401,0.85,2022-07-12
TOI-1273 b,TOI-1273,1,1,4.631296,0.0549,0.222,1.06,2024-03-05
TOI-1338 c,TOI-1338 A,2,2,215.5,0.794,0.205,1.13,2023-03-29
TOI-1386 b,TOI-1386,1,2,25.83839,0.1732,0.148,1.04,2024-02-16
TOI-1386 c,TOI-1386,1,2,227.6,0.739,0.309,1.04,2024-02-16
TOI-1420 b,TOI-1420,1,1,6.9561063,0.071,0.07897,0.99,2023-11-06
TOI-1470 b,TOI-1470,1,2,2.527093,0.0285,0.02303,0.47,2023-08-07
TOI-1470 c,TOI-1470,1,2,18.08816,0.106,0.02278,0.47,2023-08-07
TOI-1710 b,TOI-1710,2,1,24.283382,0.164,0.058,0.99,2024-03-25
TOI-1736 c,TOI-1736,1,2,570.1,1.381,8.7,1.08,2023-11-28
TOI-178 b,TOI-178,1,6,1.914558,0.02607,0.00472,0.65,2021-03-12
TOI-178 f,TOI-178,1,6,15.231915,0.1039,0.02429,0.65,2021-03-12
TOI-1807 b,TOI-1807,1,1,0.549374,0.012,0.00809,0.76,2023-03-28
TOI-181 b,TOI-181,1,1,4.532,0.0539,0.1452,0.82,2023-03-15
TOI-1811 b,TOI-1811,1,1,3.7130765,0.04389,0.972,0.82,2023-03-15
TOI-1899 b,TOI-1899,1,1,29.090312,0.1525,0.67,0.63,2024-04-15
TOI-199 c,TOI-199,1,2,273.69,0.807,0.28,0.94,2023-10-09
TOI-1994 b,TOI-1994,1,1,4.0337142,0.0613,22.1,1.86,2024-03-10
TOI-2010 b,TOI-2010,1,1,141.834025,0.5516,1.286,1.11,2023-11-29
TOI-2134 b,TOI-2134,1,2,9.2292005,0.078,0.02873,0.74,2023-11-28
TOI-2134 c,TOI-2134,1,2,95.5,0.371,0.1318,0.74,2023-11-28
TOI-2145 b,TOI-2145,1,1,10.26075,0.1108,5.26,1.72,2023-03-15
TOI-2152 A b,TOI-2152,3,1,3.3773512,0.05064,2.83,1.52,2023-03-15
TOI-2202 c,TOI-2202,1,2,24.6744,0.15544,0.369,0.82,2021-08-23
TOI-2338 b,TOI-2338,1,1,22.65398,0.158,5.98,0.99,2023-04-10
TOI-238 c,TOI-238,1,2,8.465651,0.0749,0.02108,0.79,2024-02-16
TOI-244 b,TOI-244,1,1,7.397225,0.0559,0.00843,0.43,2023-10-09
TOI-2497 b,TOI-2497,1,1,10.655669,0.1166,4.82,1.86,2023-03-15
TOI-3629 b,TOI-3629,1,1,3.9365578,0.04194,0.243,0.64,2023-11-07
TOI-3714 b,TOI-3714,2,1,2.15484802,0.0263,0.689,0.52,2023-11-07
TOI-3785 b,TOI-3785,1,1,4.6747373,0.043,0.04704,0.52,2023-07-21
TOI-3984 A b,TOI-3984 A,2,1,4.353326,0.041,0.14,0.49,2023-07-21
TOI-4010 b,TOI-4010,1,4,1.348335,0.0229,0.03461,0.88,2023-06-27
TOI-4010 c,TOI-4010,1,4,5.414654,0.058,0.0639,0.88,2023-06-27
TOI-4010 d,TOI-4010,1,4,14.70886,0.113,0.12003,0.88,2023-06-27
TOI-4010 e,TOI-4010,1,4,762.0,1.57,2.17728,0.88,2023-06-27
TOI-411 b,HD 22946,1,3,4.040295,0.05727,0.04314,1.1,2023-07-10
TOI-411 c,HD 22946,1,3,9.573083,0.1017,0.03058,1.1,2023-07-10
TOI-4127 b,TOI-4127,1,1,56.39879,0.3081,2.3,1.23,2023-06-12
TOI-4201 b,TOI-4201,1,1,3.5819232,0.03944,2.595,0.63,2024-03-10
TOI-431 c,TOI-431,1,3,4.8494,0.052,0.0089,0.78,2021-08-16
TOI-4406 b,TOI-4406,1,1,30.08364,0.201,0.3,1.19,2023-04-10
TOI-4515 b,TOI-4515,1,1,15.266446,0.118,2.005,0.95,2024-03-10
TOI-4600 b,TOI-4600,1,2,82.6869,0.349,3.02,0.89,2023-09-19
TOI-4860 b,TOI-4860,1,1,1.5227591,0.01808,0.273,0.34,2024-03-04
TOI-5205 b,TOI-5205,1,1,1.630757,0.0199,1.08,0.39,2023-03-15
TOI-5293 A b,TOI-5293 A,2,1,2.930289,0.034,0.54,0.54,2023-07-21
TOI-5344 b,TOI-5344,1,1,3.792622,0.04,0.42,0.59,2024-02-17
TOI-544 b,TOI-544,1,2,1.548352,0.0225,0.00909,0.63,2023-12-18
TOI-561 d,TOI-561,1,4,25.7124,0.159,0.03823,0.81,2023-03-15
TOI-561 e,TOI-561,1,4,77.03,0.33,0.04279,0.81,2023-03-15
TOI-615 b,TOI-615,1,1,4.6615983,0.0678,0.435,1.45,2023-07-26
TOI-836 c,TOI-836,1,2,8.59545,0.075,0.0302,0.68,2023-02-25
TOI-969 c,TOI-969,1,2,1700.0,2.52,11.3,0.73,2022-10-31
TRAPPIST-1 g,TRAPPIST-1,1,7,12.352446,0.04683,0.00416,0.09,2022-11-14
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,193.2,0.66,6.1,1.04,2021-02-05
TYC 1422-614-1 b,TYC 1422-614-1,1,2,198.4,0.69,2.5,1.15,2014-10-29
TYC 1422-614-1 c,TYC 1422-614-1,1,2,559.3,1.37,10.0,1.15,2014-10-29
TYC 2187-512-1 b,TYC 2187-512-1,1,1,691.9,1.22,0.33,0.5,2022-05-03
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,562.0,1.414,3.42,1.19,2018-01-23
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,26.468,0.21,5.4,1.87,2016-03-29
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,101.54,0.422,10.78,0.97,2017-06-27
Teegarden's Star b,Teegarden's Star,1,3,4.90634,0.0259,0.00365,0.1,2024-03-05
Teegarden's Star c,Teegarden's Star,1,3,11.416,0.0455,0.0033,0.1,2024-03-05
Teegarden's Star d,Teegarden's Star,1,3,26.13,0.0791,0.00258,0.1,2024-03-05
UZ For b,UZ For,2,2,5840.0,5.9,6.3,0.7,2014-05-14
UZ For c,UZ For,2,2,1916.25,2.8,7.7,0.7,2014-05-14
V0391 Peg b,V0391 Peg,1,1,1170.0,1.7,3.2,0.5,2015-05-14
V1298 Tau d,V1298 Tau,3,4,12.4058,0.1103,0.31,1.17,2023-04-10
V830 Tau b,V830 Tau,1,1,4.93,0.057,0.77,1.0,2016-11-30
WASP-148 c,WASP-148,1,2,34.524,0.2044,0.392,0.95,2022-10-03
WASP-163 b,WASP-163,1,1,1.6096884,0.0266,1.87,0.97,2018-12-11
WASP-18 c,WASP-18,2,2,2.1558,0.035,0.17368,1.22,2019-12-02
WASP-185 b,WASP-185,1,1,9.38755,0.0904,0.98,1.12,2019-10-02
WASP-41 c,WASP-41,1,2,421.0,1.07,3.18,0.93,2015-10-07
WASP-53 c,WASP-53,1,2,2840.0,3.73,16.35,0.84,2017-01-31
