pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_mass,rowupdate
"OGLE-TR-10 b","OGLE-TR-10",1,1,3.10127800,0.043400,0.62000,1.14,"2014-05-14"
"BD-08 2823 b","BD-08 2823",1,2,5.60000000,0.056000,0.04500,0.74,"2018-04-25"
"BD-08 2823 c","BD-08 2823",1,2,237.60000000,0.680000,0.33000,0.74,"2014-05-14"
"HR 8799 c","HR 8799",1,4,69000.00000000,38.000000,10.00000,1.50,"2014-05-14"
"HD 104985 b","HD 104985",1,1,198.20000000,0.780000,6.30000,,"2014-05-16"
"4 UMa b","4 UMa",1,1,269.30000000,0.870000,7.10000,1.23,"2014-05-14"
"HD 104985 b","HD 104985",1,1,199.50500000,0.950000,8.30000,2.30,"2014-05-14"
"kap CrB b","kap CrB",1,1,1261.94000000,2.800000,2.00000,1.47,"2018-12-03"
"kap CrB b","kap CrB",1,1,1251.00000000,2.600000,1.86000,,"2018-12-03"
"kap CrB b","kap CrB",1,1,1300.00000000,2.800000,2.17000,,"2018-12-03"
"14 And b","14 And",1,1,,0.680000,3.20000,1.20,"2014-07-23"
"18 Del b","18 Del",2,1,,2.540000,9.84000,2.10,"2014-07-23"
"81 Cet b","81 Cet",1,1,,2.170000,4.01000,1.60,"2014-07-23"
"HD 81688 b","HD 81688",1,1,,0.660000,1.77000,1.10,"2014-07-23"
"xi Aql b","xi Aql",1,1,,0.580000,2.02000,1.40,"2014-07-23"
"HD 180314 b","HD 180314",1,1,,1.340000,20.30000,2.30,"2018-04-25"
"HD 208897 b","HD 208897",1,1,352.70000000,1.050000,1.40000,1.25,"2017-09-27"
"HD 147379 b","HD 147379",2,1,86.54000000,0.319300,0.07771,0.58,"2018-11-06"
"HD 47366 c","HD 47366",1,2,684.70000000,1.853000,1.86000,1.81,"2019-09-20"
"6 Lyn b","6 Lyn",1,1,899.00000000,2.200000,2.40000,1.70,"2018-12-03"
"81 Cet b","81 Cet",1,1,952.70000000,2.500000,5.30000,2.40,"2014-05-14"
"TOI-4145 A b","TOI-4145 A",2,1,4.06644460,,,,"2023-12-04"
"gam Lib b","gam Lib",1,2,415.20000000,1.240000,1.02000,1.47,"2018-04-25"
"gam Lib c","gam Lib",1,2,964.60000000,2.170000,4.58000,1.47,"2018-04-25"
"HD 110014 b","HD 110014",1,1,835.47700000,2.140000,11.09000,2.17,"2014-05-14"
"TOI-2084 b","TOI-2084",2,1,6.07842470,0.050060,,0.45,"2023-07-25"
"TOI-470 b","TOI-470",1,1,12.19145583,,,,"2023-12-04"
"K2-371 b","K2-371",1,1,3.11490850,,,,"2019-09-05"
"TOI-5704 b","TOI-5704",1,1,3.77111600,,,0.73,"2023-05-26"
"HD 23472 d","HD 23472",1,5,3.97664000,0.042980,0.00173,0.67,"2022-10-03"
"TOI-2796 b","TOI-2796",1,1,4.80849800,,,,"2023-12-04"
"TOI-2194 b","TOI-2194",1,1,15.33759700,,,0.74,"2023-05-26"
"TOI-672 b","TOI-672",1,1,3.63357500,,,0.54,"2023-05-26"
"TOI-1221 b","TOI-1221",1,1,91.68143360,,,,"2023-12-04"
"TOI-199 b","TOI-199",1,2,104.85400000,0.425400,0.17000,0.94,"2023-10-09"
"TOI-199 c","TOI-199",1,2,273.69000000,0.807000,0.28000,0.94,"2023-10-09"
"HD 235088 b","HD 235088",1,1,7.43413930,0.072000,,0.84,"2023-07-21"
"TOI-2096 c","TOI-2096",1,2,6.38784000,0.040000,,0.23,"2023-03-28"
"HD 23472 c","HD 23472",1,5,29.79752050,,,,"2023-12-04"
"TOI-3235 b","TOI-3235",1,1,2.59261990,,,,"2023-12-04"
"Kepler-33 d","Kepler-33",1,5,21.77575400,0.166000,,1.29,"2013-10-28"
"HIP 5158 b","HIP 5158",1,2,345.72000000,0.890000,1.42000,0.78,"2019-09-04"
"HD 6718 b","HD 6718",1,1,2496.00000000,3.560000,1.56000,0.96,"2018-04-25"
"HD 156846 b","HD 156846",2,1,359.55460000,1.096000,10.57000,1.35,"2018-04-25"
"HD 132563 b","HD 132563",3,1,1544.00000000,2.620000,1.49000,1.23,"2019-01-28"
"HD 137388 b","HD 137388",1,1,330.00000000,0.890000,0.22300,0.86,"2018-04-25"
"HD 85512 b","HD 85512",1,1,58.43000000,0.260000,0.01100,0.69,"2018-04-25"
"HD 23127 b","HD 23127",1,1,1214.00000000,2.400000,1.50000,1.13,"2019-06-24"
"HD 100655 b","HD 100655",2,1,157.57000000,0.760000,1.70000,2.40,"2018-04-25"
"Kepler-24 c","Kepler-24",1,4,12.33350000,0.106000,1.60000,1.03,"2014-05-14"
"GJ 667 C b","GJ 667 C",3,5,7.19990000,0.050431,0.01800,,"2014-09-18"
"GJ 667 C b","GJ 667 C",3,5,7.20066000,0.049000,0.01789,,"2014-05-16"
"HD 155358 b","HD 155358",1,2,194.30000000,0.640000,0.85000,0.92,"2019-01-28"
"HD 79498 b","HD 79498",2,1,1966.10000000,3.130000,1.34000,1.06,"2019-01-28"
"GJ 667 C b","GJ 667 C",3,5,7.20040000,0.050500,0.01800,0.33,"2014-05-14"
"GJ 667 C b","GJ 667 C",3,5,7.20000000,0.050000,0.01800,,"2014-09-18"
"GJ 667 C b","GJ 667 C",3,5,7.20300000,,,,"2023-12-14"
"GJ 667 C c","GJ 667 C",3,5,28.10000000,0.125010,0.01300,,"2014-09-18"
"GJ 667 C c","GJ 667 C",3,5,28.15500000,0.123000,0.01430,,"2014-05-16"
"GJ 667 C c","GJ 667 C",3,5,28.14000000,0.125000,0.01200,0.33,"2014-05-14"
"GJ 667 C c","GJ 667 C",3,5,28.14300000,0.125000,,,"2014-09-18"
"GJ 667 C e","GJ 667 C",3,5,62.24000000,0.213000,0.00800,0.33,"2014-05-14"
"GJ 667 C f","GJ 667 C",3,5,39.02600000,0.156000,0.00800,0.33,"2014-05-14"
"GJ 667 C g","GJ 667 C",3,5,256.20000000,0.549000,0.01400,0.33,"2014-05-14"
"CHXR 73 b","CHXR 73",1,1,,210.000000,12.56900,0.35,"2014-05-14"
"HD 13189 b","HD 13189",1,1,471.60000000,1.850000,14.00000,,"2018-04-25"
"GJ 433 b","GJ 433",1,3,7.37090000,0.058000,0.01800,0.48,"2020-02-06"
"HIP 5158 b","HIP 5158",1,2,345.63000000,0.890000,1.44000,0.78,"2019-09-04"
"alf Ari b","alf Ari",1,1,380.80000000,1.200000,1.80000,1.50,"2019-01-28"
"tau Gem b","tau Gem",1,1,305.00000000,,18.10000,,"2014-05-16"
"HD 62509 b","HD 62509",1,1,589.70000000,1.690000,2.90000,1.70,"2015-03-26"
"Kepler-370 c","Kepler-370",1,2,19.02293000,0.140000,,,"2014-05-14"
"Kepler-400 b","Kepler-400",1,2,9.02438900,0.087000,,,"2014-05-14"
"Kepler-221 b","Kepler-221",1,4,2.79590600,0.037000,,,"2014-05-14"
"Kepler-367 c","Kepler-367",1,2,53.57863700,0.253000,,,"2014-05-14"
"Kepler-393 c","Kepler-393",1,2,14.61361200,0.124000,,,"2014-05-14"
"Kepler-304 c","Kepler-304",1,4,5.31594600,0.054000,,,"2014-05-14"
"Kepler-360 b","Kepler-360",1,2,3.28967200,0.044000,,,"2014-05-14"
"Kepler-101 c","Kepler-101",1,2,6.02980900,0.068000,,,"2014-05-14"
"Kepler-243 c","Kepler-243",1,2,20.02621800,0.142000,,,"2014-05-14"
"Kepler-261 c","Kepler-261",1,2,24.57085800,0.156000,,,"2014-05-14"
"Kepler-327 d","Kepler-327",1,3,13.96945700,0.090000,,,"2014-05-14"
"Kepler-136 b","Kepler-136",2,2,11.57890000,0.106000,,,"2014-05-14"
"Kepler-122 d","Kepler-122",1,5,21.58747500,0.155000,,,"2014-05-14"
"Kepler-157 c","Kepler-157",1,3,13.54050000,0.110000,,,"2014-05-14"
"Kepler-147 c","Kepler-147",1,2,33.41642300,0.216000,,,"2014-05-14"
"Kepler-239 b","Kepler-239",1,2,11.76305100,0.095000,,,"2014-05-14"
"Kepler-200 b","Kepler-200",1,2,8.59480500,0.080000,,,"2014-05-14"
"Kepler-243 b","Kepler-243",1,2,5.71544200,0.062000,,,"2014-05-14"
"Kepler-160 c","Kepler-160",1,3,13.69908700,0.109000,,,"2020-07-02"
"Kepler-254 b","Kepler-254",1,3,5.82666200,0.064000,,,"2014-05-14"
"Kepler-172 c","Kepler-172",1,4,6.38899600,0.068000,,,"2014-05-14"
"Kepler-299 c","Kepler-299",1,4,6.88587500,0.070000,,,"2014-05-14"
"Kepler-278 c","Kepler-278",1,2,51.07877500,0.294000,,,"2014-05-14"
"Kepler-339 d","Kepler-339",1,3,10.55834500,0.091000,,,"2014-05-14"
"Kepler-397 b","Kepler-397",1,2,22.25094900,0.144000,,,"2014-05-14"
"Kepler-399 b","Kepler-399",1,3,14.42528100,0.103000,,,"2014-05-14"
"HD 219415 b","HD 219415",1,1,2093.30000000,3.200000,1.00000,1.00,"2015-09-16"
"Pr0201 b","Pr0201",1,1,4.42640000,,0.54000,1.23,"2018-04-25"
"HD 207832 b","HD 207832",3,2,161.97000000,0.570000,0.56000,0.94,"2018-09-25"
"HD 207832 c","HD 207832",3,2,1155.70000000,2.112000,0.73000,0.94,"2015-09-08"
"HD 145457 b","HD 145457",1,1,176.30000000,0.760000,2.90000,1.90,"2018-04-25"
"HD 180314 b","HD 180314",1,1,396.03000000,1.400000,22.00000,2.60,"2018-04-25"
"WASP-176 b","WASP-176",1,1,3.89905200,0.053500,0.85500,1.34,"2020-05-15"
"kap CrB b","kap CrB",1,1,1261.94000000,2.800000,2.01000,1.84,"2018-12-03"
"HD 210702 b","HD 210702",1,1,354.29000000,1.200000,1.97000,1.85,"2018-12-03"
"6 Lyn b","6 Lyn",1,1,874.77400000,2.180000,2.21000,1.82,"2018-12-03"
"kap CrB b","kap CrB",1,1,1208.00000000,2.700000,1.80000,1.80,"2018-12-03"
"HD 167042 b","HD 167042",1,1,412.60000000,1.300000,1.70000,1.64,"2015-09-02"
"eps Tau b","eps Tau",1,1,594.90000000,1.930000,7.60000,2.70,"2019-01-28"
"nu Oph b","nu Oph",1,2,530.32000000,1.900000,24.00000,3.04,"2019-09-20"
"75 Cet b","75 Cet",2,2,691.90000000,2.100000,3.00000,2.49,"2015-09-02"
"omi UMa b","omi UMa",2,1,1630.00000000,3.900000,4.10000,3.09,"2015-09-02"
"HD 4732 b","HD 4732",2,2,360.20000000,1.190000,2.37000,1.74,"2014-05-14"
"HD 99492 b","HD 99492",2,2,17.04310000,0.123200,0.10900,0.85,"2018-04-25"
"TOI-2141 b","TOI-2141",1,1,18.26159372,,,,"2023-12-04"
"TOI-1937 A b","TOI-1937 A",2,1,0.94667870,,,,"2023-12-04"
"TOI-1801 b","TOI-1801",2,1,10.64387000,,0.01805,0.56,"2023-10-21"
"K2-371 b","K2-371",1,1,3.11500000,,,0.82,"2016-07-18"
"TOI-2525 b","TOI-2525",1,2,23.34185357,,,,"2023-12-04"
"TOI-4308 b","TOI-4308",1,1,9.15127760,,,,"2023-12-04"
"TOI-836 c","TOI-836",1,2,8.59545000,0.075000,0.03020,0.68,"2023-02-25"
"K2-271 b","K2-271",1,1,8.56200000,,,0.98,"2016-07-18"
"K2-330 b","K2-330",1,1,13.77300000,,,1.22,"2016-07-18"
"K2-105 b","K2-105",1,1,8.26345949,,,0.94,"2016-12-21"
"K2-271 b","K2-271",1,1,8.56394776,,,0.98,"2016-12-21"
"K2-98 b","K2-98",1,1,10.13892836,,,1.23,"2016-12-21"
"K2-133 c","K2-133",1,4,4.86820000,0.045000,,0.51,"2019-05-20"
"K2-105 b","K2-105",1,1,8.26708400,,,,"2017-12-14"
"K2-271 b","K2-271",1,1,8.56240500,,,,"2017-12-14"
"K2-98 b","K2-98",1,1,10.13652700,,,,"2017-12-14"
"K2-98 b","K2-98",1,1,10.13682000,,,,"2019-09-05"
"TOI-3819 b","TOI-3819",1,1,3.24430510,,,,"2023-12-04"
"TOI-2096 c","TOI-2096",1,2,6.38782016,,,,"2023-12-04"
"K2-330 b","K2-330",1,1,13.77382600,,,,"2018-02-15"
"K2-98 b","K2-98",1,1,10.13644800,0.097400,,1.20,"2018-10-24"
"K2-105 b","K2-105",1,1,8.26770400,0.079600,,0.99,"2018-10-24"
"K2-271 b","K2-271",1,1,8.56242100,0.077000,,0.83,"2018-10-24"
"K2-133 e","K2-133",1,4,26.58410000,0.134600,,0.46,"2019-05-20"
"K2-133 d","K2-133",1,4,11.02454000,0.074870,,0.46,"2019-05-20"
"K2-330 b","K2-330",1,1,13.77479800,,,1.23,"2021-08-23"
"K2-105 b","K2-105",1,1,8.26699280,0.083300,,1.05,"2021-09-20"
"HD 213885 b","HD 213885",1,2,1.00823610,,,,"2023-12-04"
"TOI-2842 b","TOI-2842",1,1,3.55140160,,,,"2023-12-04"
"TOI-3807 b","TOI-3807",1,1,2.89897270,0.042100,1.04000,1.18,"2023-02-27"
"TOI-672 b","TOI-672",1,1,3.63357354,,,,"2023-12-04"
"TOI-2803 A b","TOI-2803 A",2,1,1.96229200,,,,"2023-12-04"
"K2-271 b","K2-271",1,1,8.56232650,,,,"2024-01-22"
"11 Com b","11 Com",2,1,326.03000000,1.290000,19.40000,2.70,"2014-05-14"
"HD 159868 b","HD 159868",1,2,1178.40000000,2.250000,2.10000,1.09,"2018-12-03"
"7 CMa b","7 CMa",1,2,763.00000000,1.900000,2.60000,1.52,"2019-10-18"
"HATS-55 b","HATS-55",1,1,4.20420010,,,1.20,"2022-05-03"
"K2-148 b","K2-148",2,3,4.38395000,0.045400,,0.65,"2018-02-01"
"TOI-3785 b","TOI-3785",1,1,4.67472180,,,,"2023-04-17"
"TOI-3984 A b","TOI-3984 A",2,1,4.35332110,,,,"2023-02-22"
"TOI-4087 b","TOI-4087",1,1,3.17748350,0.044690,0.73000,1.18,"2023-02-27"
"K2-133 d","K2-133",1,4,11.02488210,,,,"2024-01-22"
"HD 23472 d","HD 23472",1,5,3.97668330,,,,"2023-12-04"
"TOI-2818 b","TOI-2818",1,1,4.03970900,0.049300,0.71000,0.98,"2023-02-27"
"TOI-2194 b","TOI-2194",1,1,15.34190950,,,,"2023-12-04"
"TOI-3023 b","TOI-3023",1,1,3.90149040,,,,"2023-12-04"
"K2-371 b","K2-371",1,1,3.11491262,,,0.82,"2016-12-21"
"TOI-2096 b","TOI-2096",1,2,3.11906330,0.025000,,0.23,"2023-03-28"
"TOI-3235 b","TOI-3235",1,1,2.59261842,0.027090,0.66500,0.39,"2023-02-25"
"K2-371 b","K2-371",1,1,3.11489170,,,,"2023-12-04"
"HD 23472 e","HD 23472",1,5,7.90762220,,,,"2023-12-04"
"TOI-2587 A b","TOI-2587 A",2,1,5.45665630,,,,"2023-12-04"
"TOI-4463 A b","TOI-4463 A",2,1,2.88071980,0.040360,0.79400,1.06,"2023-02-27"
"HD 23472 b","HD 23472",1,5,17.66716870,,,,"2023-12-04"
"TOI-3082 b","TOI-3082",1,1,1.92680370,,,,"2023-12-04"
"GJ 143 b","GJ 143",1,2,35.61343910,,,,"2023-11-06"
"TOI-5803 b","TOI-5803",1,1,5.38343880,,,,"2023-12-04"
"HD 213885 c","HD 213885",1,2,4.78503000,0.056798,0.06277,1.07,"2019-12-02"
"TOI-1853 b","TOI-1853",1,1,1.24362390,,,,"2023-12-04"
"TOI-2141 b","TOI-2141",1,1,18.26157000,0.133000,0.07500,0.94,"2023-11-28"
"TOI-2000 c","TOI-2000",1,2,9.12704250,,,,"2023-12-04"
"TOI-2525 b","TOI-2525",1,2,23.28560000,0.151100,0.08400,0.85,"2023-02-25"
"TOI-5293 A b","TOI-5293 A",2,1,2.93043710,,,,"2023-02-22"
"TOI-3785 b","TOI-3785",1,1,4.67473730,0.043000,0.04704,0.52,"2023-07-21"
"TOI-3984 A b","TOI-3984 A",2,1,4.35332600,0.041000,0.14000,0.49,"2023-07-21"
"WASP-124 b","WASP-124",1,1,3.37265000,0.044900,0.60000,1.07,"2016-05-03"
"LHS 1140 b","LHS 1140",1,2,24.73712000,0.087500,0.02092,0.15,"2018-12-03"
"WASP-25 b","WASP-25",1,1,3.76483270,0.048190,0.59800,1.05,"2018-04-25"
"WASP-25 b","WASP-25",1,1,3.76483000,,0.44000,0.67,"2018-04-25"
"LHS 1140 b","LHS 1140",1,2,24.73695900,0.093600,0.02196,0.18,"2018-12-03"
"LHS 1140 c","LHS 1140",1,2,3.77793100,0.026750,0.00569,0.18,"2018-12-03"
"WASP-25 b","WASP-25",1,1,3.76483270,0.047380,0.57400,1.00,"2019-03-18"
"TOI-125 b","TOI-125",1,3,4.65382000,0.052100,,0.87,"2020-02-06"
"HD 332231 b","HD 332231",1,1,18.71204000,,,1.13,"2022-05-03"
"WASP-56 b","WASP-56",2,1,4.61710100,0.054580,0.57100,1.02,"2018-04-25"
"HATS-70 b","HATS-70",1,1,1.88823780,,,1.78,"2022-05-03"
"GJ 436 b","GJ 436",1,1,2.64389790,0.028700,,0.45,"2015-10-07"
"WASP-1 b","WASP-1",2,1,2.51996100,0.039570,0.91800,1.30,"2016-02-24"
"WASP-47 e","WASP-47",1,4,0.78961301,,,,"2015-12-05"
"HD 89345 b","HD 89345",1,1,11.81417262,,,,"2022-08-09"
"WASP-153 b","WASP-153",1,1,3.33260990,,,1.34,"2022-01-24"
"HAT-P-20 b","HAT-P-20",1,1,2.87531773,,,0.76,"2024-03-04"
"TOI-5293 A b","TOI-5293 A",2,1,2.93028900,0.034000,0.54000,0.54,"2023-07-21"
"Qatar-2 b","Qatar-2",1,1,1.33711656,,,0.74,"2024-03-04"
"NGTS-6 b","NGTS-6",1,1,0.88205850,,,0.77,"2024-03-04"
"Teegarden's Star b","Teegarden's Star",1,3,4.91000000,0.025200,0.00330,0.09,"2019-06-24"
"Teegarden's Star c","Teegarden's Star",1,3,11.40900000,0.044300,0.00349,0.09,"2019-06-24"
"WASP-25 b","WASP-25",1,1,3.76482500,0.047300,0.58000,1.00,"2019-11-27"
"WASP-25 b","WASP-25",1,1,3.76482500,0.047300,0.58000,1.00,"2018-04-25"
"LHS 1140 b","LHS 1140",1,2,24.73734116,,,,"2022-08-08"
"LHS 1140 c","LHS 1140",1,2,3.77794175,,,,"2022-08-08"
"LHS 1140 b","LHS 1140",1,2,24.73694000,0.095700,0.02007,0.19,"2021-05-17"
"LHS 1140 c","LHS 1140",1,2,3.77792000,0.027340,0.00554,0.19,"2021-05-17"
"WASP-25 b","WASP-25",1,1,3.76483340,,,1.00,"2022-01-24"
"WASP-124 b","WASP-124",1,1,3.37264920,,,1.07,"2022-01-24"
"WASP-25 b","WASP-25",1,1,3.76483040,,,0.67,"2022-05-03"
"WASP-124 b","WASP-124",1,1,3.37265000,,,1.07,"2022-05-03"
"WASP-25 b","WASP-25",1,1,3.76487300,,,,"2022-08-08"
"WASP-124 b","WASP-124",1,1,3.37287700,,,,"2022-08-08"
"K2-107 b","K2-107",1,1,3.31395900,0.047500,,1.30,"2018-10-24"
"WASP-14 b","WASP-14",3,1,2.24376610,0.037200,7.90000,1.35,"2018-04-25"
"WASP-13 b","WASP-13",1,1,4.35301000,,0.36000,0.72,"2018-04-25"
"TrES-1 b","TrES-1",2,1,3.03006500,0.039250,0.75200,0.88,"2018-04-25"
"K2-155 c","K2-155",1,3,13.85000000,0.094600,,0.65,"2018-04-25"
"HAT-P-1 b","HAT-P-1",2,1,4.46530140,,,,"2022-11-29"
"XO-5 b","XO-5",1,1,4.18776000,0.048720,1.04400,0.88,"2018-09-25"
"K2-237 b","K2-237",1,1,2.18053435,,,1.28,"2024-03-04"
"K2-34 b","K2-34",1,1,2.99562900,0.046500,1.69800,1.23,"2018-10-24"
"WASP-140 b","WASP-140",2,1,2.23598437,,,,"2022-10-18"
"WASP-13 b","WASP-13",1,1,4.35301350,,0.50000,1.19,"2021-01-21"
"K2-148 c","K2-148",2,3,6.92260000,0.061600,,0.65,"2018-02-01"
"eps CrB b","eps CrB",1,1,417.90000000,1.300000,6.70000,1.70,"2015-09-08"
"Kepler-410 A b","Kepler-410 A",2,1,17.83368211,0.143600,,1.24,"2015-08-25"
"WASP-160 B b","WASP-160 B",2,1,3.76849254,,,0.87,"2024-03-04"
"Kepler-41 b","Kepler-41",1,1,1.85555757,,,1.00,"2016-07-26"
"K2-19 b","K2-19",1,3,7.91943000,0.073500,,0.84,"2016-07-06"
"KOI-94 b","KOI-94",2,4,3.74317556,0.048500,,1.08,"2015-08-25"
"K2-136 b","K2-136",2,3,7.97570000,,,0.69,"2018-12-17"
"HAT-P-13 b","HAT-P-13",1,2,2.91624268,,,1.22,"2024-03-04"
"HD 173416 b","HD 173416",1,1,323.60000000,1.160000,2.70000,2.00,"2014-07-09"
"HD 37605 c","HD 37605",1,2,2720.00000000,3.814000,3.36600,1.00,"2018-09-25"
"HD 210702 b","HD 210702",1,1,354.10000000,1.148000,1.80800,1.61,"2018-12-03"
"nu Oph b","nu Oph",1,2,530.21000000,1.790000,22.20600,2.70,"2019-09-20"
"nu Oph c","nu Oph",1,2,3184.83000000,5.931000,24.66200,2.70,"2019-09-20"
"HD 23472 c","HD 23472",1,5,29.62500000,0.170000,0.05405,0.75,"2020-10-30"
"TOI-1199 b","TOI-1199",1,1,3.67146340,,,,"2024-02-16"
"TOI-1273 b","TOI-1273",1,1,4.63130140,,,,"2024-02-16"
"TOI-1347 b","TOI-1347",1,2,0.84742180,,,,"2023-05-26"
"TOI-1347 c","TOI-1347",1,2,4.84204382,,,,"2023-05-26"
"WASP-25 b","WASP-25",1,1,3.76483312,,,,"2022-10-18"
"WASP-124 b","WASP-124",1,1,3.37264940,,,,"2022-10-18"
"LHS 1140 b","LHS 1140",1,2,24.73721000,,,0.15,"2024-03-04"
"LHS 1140 c","LHS 1140",1,2,3.77793290,,,0.18,"2024-03-04"
"WASP-124 b","WASP-124",1,1,3.37264959,,,1.07,"2024-03-04"
"WASP-25 b","WASP-25",1,1,3.76483342,,,1.00,"2024-03-04"
"Teegarden's Star b","Teegarden's Star",1,3,4.90634000,0.025900,0.00365,0.10,"2024-03-05"
"Teegarden's Star c","Teegarden's Star",1,3,11.41600000,0.045500,0.00330,0.10,"2024-03-05"
"TOI-1347 b","TOI-1347",1,2,0.84742346,,0.03492,0.91,"2024-03-04"
"TOI-1347 c","TOI-1347",1,2,4.84196200,,0.02014,0.91,"2024-03-04"
"TOI-1199 b","TOI-1199",1,1,3.67146300,0.049880,0.23900,1.23,"2024-03-05"
"TOI-1273 b","TOI-1273",1,1,4.63129600,0.054900,0.22200,1.06,"2024-03-05"
"WASP-25 b","WASP-25",1,1,3.76483368,,,,"2024-03-04"
"WASP-124 b","WASP-124",1,1,3.37265100,,,,"2024-03-04"
"LHS 1140 b","LHS 1140",1,2,24.73723000,0.094600,0.01762,0.18,"2024-03-04"
"LHS 1140 c","LHS 1140",1,2,3.77794000,0.027000,0.00601,0.18,"2024-03-04"
"TOI-5803 b","TOI-5803",1,1,5.38305000,,,0.87,"2023-05-26"
"TOI-836 b","TOI-836",1,2,3.81672620,,,,"2023-12-04"
"HD 23472 f","HD 23472",1,5,12.16233160,,,,"2023-12-04"
"HAT-P-15 b","HAT-P-15",1,1,10.86350200,0.096500,1.94900,1.01,"2019-03-18"
"WASP-2 b","WASP-2",2,1,2.15222540,0.030700,0.86600,0.84,"2019-12-02"
"HAT-P-4 b","HAT-P-4",2,1,3.05651140,,0.68000,1.26,"2015-02-26"
"MASCARA-4 b","MASCARA-4",2,1,2.82406910,,,,"2022-10-10"
"WASP-58 b","WASP-58",2,1,5.01718000,,0.97000,1.06,"2018-04-25"
"WASP-56 b","WASP-56",2,1,4.61705190,,,,"2022-08-09"
"K2-19 b","K2-19",1,3,7.91940000,0.074000,,0.93,"2016-07-06"
"HAT-P-36 b","HAT-P-36",1,1,1.32734682,,,1.02,"2022-01-24"
"HAT-P-51 b","HAT-P-51",1,1,4.21802780,0.050670,0.31100,0.98,"2019-03-18"
"HAT-P-52 b","HAT-P-52",1,1,2.75359930,,,,"2023-03-28"
"HATS-46 b","HATS-46",1,1,4.74237140,,,,"2022-10-18"
"HD 106315 c","HD 106315",1,2,21.05603000,,,1.02,"2019-08-09"
"HAT-P-5 b","HAT-P-5",1,1,2.78849100,0.040710,1.06000,,"2018-04-25"
"K2-371 b","K2-371",1,1,3.11487800,,,,"2017-12-14"
"TOI-3819 b","TOI-3819",1,1,3.24431410,0.046110,1.11000,1.24,"2023-02-27"
"TOI-4791 b","TOI-4791",1,1,4.28088000,0.055500,2.31000,1.24,"2023-02-27"
"TOI-3807 b","TOI-3807",1,1,2.89897580,,,,"2023-12-04"
"TOI-4308 b","TOI-4308",1,1,9.15120100,,,0.90,"2023-05-26"
"TOI-4377 b","TOI-4377",1,1,4.37808100,0.057900,0.95700,1.36,"2023-11-28"
"TOI-1853 b","TOI-1853",1,1,1.24362580,0.021300,0.23031,0.84,"2023-09-19"
"WASP-5 b","WASP-5",1,1,1.62842290,0.027090,1.55500,1.00,"2016-09-06"
"TOI-269 b","TOI-269",1,1,3.69771671,,,,"2024-02-16"
"HAT-P-17 b","HAT-P-17",1,2,10.33852300,0.088200,0.53700,0.86,"2019-03-18"
"TOI-125 b","TOI-125",1,3,4.65185300,,,0.87,"2024-03-04"
"KELT-19 A b","KELT-19 A",2,1,4.61173280,,,,"2022-08-08"
"Kepler-7 b","Kepler-7",1,1,,,,1.10,"2015-01-29"
"HATS-35 b","HATS-35",1,1,1.82099930,0.031990,1.22200,1.32,"2016-11-30"
"CoRoT-2 b","CoRoT-2",2,1,1.74299640,0.028100,3.31000,,"2014-05-16"
"WASP-175 b","WASP-175",1,1,3.06529260,,,,"2022-08-09"
"WASP-24 b","WASP-24",3,1,2.34121270,,,,"2019-11-27"
"WASP-119 b","WASP-119",1,1,2.49979960,,,,"2023-08-22"
"HAT-P-30 b","HAT-P-30",2,1,2.81060840,0.041900,0.73300,,"2018-04-25"
"WASP-41 b","WASP-41",1,2,3.05240154,0.041000,0.97700,0.99,"2018-04-25"
"Qatar-2 b","Qatar-2",1,1,1.33711600,,,,"2017-12-14"
"HAT-P-13 b","HAT-P-13",1,2,2.91624330,,,,"2016-01-27"
"K2-34 b","K2-34",1,1,2.99565400,0.044500,1.77300,1.31,"2018-10-24"
"WASP-60 b","WASP-60",1,1,4.30500610,,,1.08,"2024-03-04"
"WASP-73 b","WASP-73",1,1,4.08729560,,,,"2023-10-21"
"LP 791-18 c","LP 791-18",1,3,4.98990540,,,0.14,"2024-03-04"
"WASP-73 b","WASP-73",1,1,4.08722000,0.055170,1.87900,1.34,"2019-03-18"
"HATS-3 b","HATS-3",1,1,3.54785000,,0.55000,0.44,"2018-10-24"
"CoRoT-11 b","CoRoT-11",1,1,2.99432500,0.043510,2.49000,1.23,"2019-10-18"
"KELT-6 b","KELT-6",1,2,7.84558210,0.080000,0.44200,1.13,"2018-04-25"
"WASP-42 b","WASP-42",1,1,4.98168720,0.054800,0.50000,0.88,"2016-02-24"
"Kepler-18 d","Kepler-18",1,3,14.85891873,,,0.93,"2016-07-26"
"K2-30 b","K2-30",1,1,4.09850600,0.048900,,0.93,"2016-07-14"
"CoRoT-19 b","CoRoT-19",1,1,3.89713100,,,1.21,"2022-05-03"
"TOI-150.01","TOI-150",1,1,5.85748700,0.070370,2.51000,1.35,"2019-11-01"
"K2-19 b","K2-19",1,3,7.91952000,0.077500,,0.99,"2016-07-14"
"LHS 1815 b","LHS 1815",1,1,3.81429070,,,0.50,"2022-05-03"
"TOI-3912 b","TOI-3912",1,1,3.49361880,,,,"2023-12-04"
"TOI-199 b","TOI-199",1,2,104.87296350,,,,"2023-12-04"
"HD 213885 b","HD 213885",1,2,1.00803500,0.020120,0.02778,1.07,"2019-12-02"
"TOI-444 b","TOI-444",1,1,17.96350827,,,,"2023-12-04"
